"Date","State","Race","Cases","Deaths","DateAsDate"
20200531,"AL","Latinx",NA,NA,2020-05-31
20200607,"AL","Latinx",NA,NA,2020-06-07
20200614,"AL","Latinx",NA,NA,2020-06-14
20200621,"AL","Latinx",NA,NA,2020-06-21
20200628,"AL","Latinx",NA,NA,2020-06-28
20200705,"AL","Latinx",NA,NA,2020-07-05
20200712,"AL","Latinx",NA,NA,2020-07-12
20200719,"AL","Latinx",NA,NA,2020-07-19
20200726,"AL","Latinx",NA,NA,2020-07-26
20200802,"AL","Latinx",NA,NA,2020-08-02
20200809,"AL","Latinx",NA,NA,2020-08-09
20200816,"AL","Latinx",NA,NA,2020-08-16
20200823,"AL","Latinx",NA,NA,2020-08-23
20200830,"AL","Latinx",NA,NA,2020-08-30
20200906,"AL","Latinx",NA,NA,2020-09-06
20200913,"AL","Latinx",NA,NA,2020-09-13
20200920,"AL","Latinx",NA,NA,2020-09-20
20200927,"AL","Latinx",NA,NA,2020-09-27
20201004,"AL","Latinx",NA,NA,2020-10-04
20201011,"AL","Latinx",NA,NA,2020-10-11
20201018,"AL","Latinx",NA,NA,2020-10-18
20201025,"AL","Latinx",NA,NA,2020-10-25
20201101,"AL","Latinx",NA,NA,2020-11-01
20201108,"AL","Latinx",NA,NA,2020-11-08
20201115,"AL","Latinx",NA,NA,2020-11-15
20201122,"AL","Latinx",NA,NA,2020-11-22
20201129,"AL","Latinx",NA,NA,2020-11-29
20201206,"AL","Latinx",NA,NA,2020-12-06
20201213,"AL","Latinx",NA,NA,2020-12-13
20201220,"AL","Latinx",NA,NA,2020-12-20
20201227,"AL","Latinx",NA,NA,2020-12-27
20210103,"AL","Latinx",NA,NA,2021-01-03
20210110,"AL","Latinx",NA,NA,2021-01-10
20210117,"AL","Latinx",NA,NA,2021-01-17
20210124,"AL","Latinx",NA,NA,2021-01-24
20210131,"AL","Latinx",NA,NA,2021-01-31
20210207,"AL","Latinx",NA,NA,2021-02-07
20210214,"AL","Latinx",NA,NA,2021-02-14
20210221,"AL","Latinx",NA,NA,2021-02-21
20210228,"AL","Latinx",NA,NA,2021-02-28
20210307,"AL","Latinx",NA,NA,2021-03-07
20200412,"AL","Multiracial",NA,NA,2020-04-12
20200419,"AL","Multiracial",NA,NA,2020-04-19
20200426,"AL","Multiracial",NA,NA,2020-04-26
20200503,"AL","Multiracial",NA,NA,2020-05-03
20200510,"AL","Multiracial",NA,NA,2020-05-10
20200517,"AL","Multiracial",NA,NA,2020-05-17
20200524,"AL","Multiracial",NA,NA,2020-05-24
20200531,"AL","Multiracial",NA,NA,2020-05-31
20200607,"AL","Multiracial",NA,NA,2020-06-07
20200614,"AL","Multiracial",NA,NA,2020-06-14
20200621,"AL","Multiracial",NA,NA,2020-06-21
20200628,"AL","Multiracial",NA,NA,2020-06-28
20200705,"AL","Multiracial",NA,NA,2020-07-05
20200712,"AL","Multiracial",NA,NA,2020-07-12
20200719,"AL","Multiracial",NA,NA,2020-07-19
20200726,"AL","Multiracial",NA,NA,2020-07-26
20200802,"AL","Multiracial",NA,NA,2020-08-02
20200809,"AL","Multiracial",NA,NA,2020-08-09
20200816,"AL","Multiracial",NA,NA,2020-08-16
20200823,"AL","Multiracial",NA,NA,2020-08-23
20200830,"AL","Multiracial",NA,NA,2020-08-30
20200906,"AL","Multiracial",NA,NA,2020-09-06
20200913,"AL","Multiracial",NA,NA,2020-09-13
20200920,"AL","Multiracial",NA,NA,2020-09-20
20200927,"AL","Multiracial",NA,NA,2020-09-27
20201004,"AL","Multiracial",NA,NA,2020-10-04
20201011,"AL","Multiracial",NA,NA,2020-10-11
20201018,"AL","Multiracial",NA,NA,2020-10-18
20201025,"AL","Multiracial",NA,NA,2020-10-25
20201101,"AL","Multiracial",NA,NA,2020-11-01
20201108,"AL","Multiracial",NA,NA,2020-11-08
20201115,"AL","Multiracial",NA,NA,2020-11-15
20201122,"AL","Multiracial",NA,NA,2020-11-22
20201129,"AL","Multiracial",NA,NA,2020-11-29
20201206,"AL","Multiracial",NA,NA,2020-12-06
20201213,"AL","Multiracial",NA,NA,2020-12-13
20201220,"AL","Multiracial",NA,NA,2020-12-20
20201227,"AL","Multiracial",NA,NA,2020-12-27
20210103,"AL","Multiracial",NA,NA,2021-01-03
20210110,"AL","Multiracial",NA,NA,2021-01-10
20210117,"AL","Multiracial",NA,NA,2021-01-17
20210124,"AL","Multiracial",NA,NA,2021-01-24
20210131,"AL","Multiracial",NA,NA,2021-01-31
20210207,"AL","Multiracial",NA,NA,2021-02-07
20210214,"AL","Multiracial",NA,NA,2021-02-14
20210221,"AL","Multiracial",NA,NA,2021-02-21
20210228,"AL","Multiracial",NA,NA,2021-02-28
20210307,"AL","Multiracial",NA,NA,2021-03-07
20200412,"AL","NHPI",NA,NA,2020-04-12
20200419,"AL","NHPI",NA,NA,2020-04-19
20200426,"AL","NHPI",NA,NA,2020-04-26
20200503,"AL","NHPI",NA,NA,2020-05-03
20200510,"AL","NHPI",NA,NA,2020-05-10
20200517,"AL","NHPI",NA,NA,2020-05-17
20200524,"AL","NHPI",NA,NA,2020-05-24
20200531,"AL","NHPI",NA,NA,2020-05-31
20200607,"AL","NHPI",NA,NA,2020-06-07
20200614,"AL","NHPI",NA,NA,2020-06-14
20200621,"AL","NHPI",NA,NA,2020-06-21
20200628,"AL","NHPI",NA,NA,2020-06-28
20200705,"AL","NHPI",NA,NA,2020-07-05
20200712,"AL","NHPI",NA,NA,2020-07-12
20200719,"AL","NHPI",NA,NA,2020-07-19
20200726,"AL","NHPI",NA,NA,2020-07-26
20200802,"AL","NHPI",NA,NA,2020-08-02
20200809,"AL","NHPI",NA,NA,2020-08-09
20200816,"AL","NHPI",NA,NA,2020-08-16
20200823,"AL","NHPI",NA,NA,2020-08-23
20200830,"AL","NHPI",NA,NA,2020-08-30
20200906,"AL","NHPI",NA,NA,2020-09-06
20200913,"AL","NHPI",NA,NA,2020-09-13
20200920,"AL","NHPI",NA,NA,2020-09-20
20200927,"AL","NHPI",NA,NA,2020-09-27
20201004,"AL","NHPI",NA,NA,2020-10-04
20201011,"AL","NHPI",NA,NA,2020-10-11
20201018,"AL","NHPI",NA,NA,2020-10-18
20201025,"AL","NHPI",NA,NA,2020-10-25
20201101,"AL","NHPI",NA,NA,2020-11-01
20201108,"AL","NHPI",NA,NA,2020-11-08
20201115,"AL","NHPI",NA,NA,2020-11-15
20201122,"AL","NHPI",NA,NA,2020-11-22
20201129,"AL","NHPI",NA,NA,2020-11-29
20201206,"AL","NHPI",NA,NA,2020-12-06
20201213,"AL","NHPI",NA,NA,2020-12-13
20201220,"AL","NHPI",NA,NA,2020-12-20
20201227,"AL","NHPI",NA,NA,2020-12-27
20210103,"AL","NHPI",NA,NA,2021-01-03
20210110,"AL","NHPI",NA,NA,2021-01-10
20210117,"AL","NHPI",NA,NA,2021-01-17
20210124,"AL","NHPI",NA,NA,2021-01-24
20210131,"AL","NHPI",NA,NA,2021-01-31
20210207,"AL","NHPI",NA,NA,2021-02-07
20210214,"AL","NHPI",NA,NA,2021-02-14
20210221,"AL","NHPI",NA,NA,2021-02-21
20210228,"AL","NHPI",NA,NA,2021-02-28
20210307,"AL","NHPI",NA,NA,2021-03-07
20200412,"AL","Other",66,0,2020-04-12
20200419,"AL","Other",102,0,2020-04-19
20200426,"AL","Other",163,1,2020-04-26
20200503,"AL","Other",241,2,2020-05-03
20200510,"AL","Other",371,5,2020-05-10
20200517,"AL","Other",456,6,2020-05-17
20200524,"AL","Other",581,7,2020-05-24
20200531,"AL","Other",776,7,2020-05-31
20200607,"AL","Other",955,9,2020-06-07
20200614,"AL","Other",1352,12,2020-06-14
20200621,"AL","Other",1447,12,2020-06-21
20200628,"AL","Other",2073,14,2020-06-28
20200705,"AL","Other",2515,17,2020-07-05
20200712,"AL","Other",3063,19,2020-07-12
20200719,"AL","Other",3754,23,2020-07-19
20200726,"AL","Other",4331,29,2020-07-26
20200802,"AL","Other",4804,32,2020-08-02
20200809,"AL","Other",5209,36,2020-08-09
20200816,"AL","Other",5352,40,2020-08-16
20200823,"AL","Other",5912,43,2020-08-23
20200830,"AL","Other",7255,46,2020-08-30
20200906,"AL","Other",7852,48,2020-09-06
20200913,"AL","Other",8780,50,2020-09-13
20200920,"AL","Other",9759,52,2020-09-20
20200927,"AL","Other",10668,54,2020-09-27
20201004,"AL","Other",11572,57,2020-10-04
20201011,"AL","Other",12637,62,2020-10-11
20201018,"AL","Other",13879,67,2020-10-18
20201025,"AL","Other",15188,73,2020-10-25
20201101,"AL","Other",16739,74,2020-11-01
20201108,"AL","Other",18636,83,2020-11-08
20201115,"AL","Other",21505,89,2020-11-15
20201122,"AL","Other",24206,92,2020-11-22
20201129,"AL","Other",25043,95,2020-11-29
20201206,"AL","Other",26220,107,2020-12-06
20201213,"AL","Other",27391,109,2020-12-13
20201220,"AL","Other",29096,121,2020-12-20
20201227,"AL","Other",30352,127,2020-12-27
20210103,"AL","Other",31719,131,2021-01-03
20210110,"AL","Other",33157,144,2021-01-10
20210117,"AL","Other",34311,159,2021-01-17
20210124,"AL","Other",35296,182,2021-01-24
20210131,"AL","Other",36159,216,2021-01-31
20210207,"AL","Other",36879,248,2021-02-07
20210214,"AL","Other",37321,276,2021-02-14
20210221,"AL","Other",37418,277,2021-02-21
20210228,"AL","Other",37809,294,2021-02-28
20210307,"AL","Other",38000,300,2021-03-07
20200412,"AL","Unknown",543,2,2020-04-12
20200419,"AL","Unknown",625,4,2020-04-19
20200426,"AL","Unknown",846,3,2020-04-26
20200503,"AL","Unknown",1068,8,2020-05-03
20200510,"AL","Unknown",1334,9,2020-05-10
20200517,"AL","Unknown",1662,18,2020-05-17
20200524,"AL","Unknown",2047,21,2020-05-24
20200531,"AL","Unknown",2983,26,2020-05-31
20200607,"AL","Unknown",3352,30,2020-06-07
20200614,"AL","Unknown",4674,31,2020-06-14
20200621,"AL","Unknown",5183,34,2020-06-21
20200628,"AL","Unknown",7375,48,2020-06-28
20200705,"AL","Unknown",11070,56,2020-07-05
20200712,"AL","Unknown",14562,69,2020-07-12
20200719,"AL","Unknown",21735,86,2020-07-19
20200726,"AL","Unknown",27739,101,2020-07-26
20200802,"AL","Unknown",33867,106,2020-08-02
20200809,"AL","Unknown",38734,122,2020-08-09
20200816,"AL","Unknown",44172,136,2020-08-16
20200823,"AL","Unknown",43774,139,2020-08-23
20200830,"AL","Unknown",49224,171,2020-08-30
20200906,"AL","Unknown",52817,203,2020-09-06
20200913,"AL","Unknown",55554,211,2020-09-13
20200920,"AL","Unknown",58000,227,2020-09-20
20200927,"AL","Unknown",61364,223,2020-09-27
20201004,"AL","Unknown",64200,232,2020-10-04
20201011,"AL","Unknown",66064,238,2020-10-11
20201018,"AL","Unknown",68678,253,2020-10-18
20201025,"AL","Unknown",75228,266,2020-10-25
20201101,"AL","Unknown",79243,289,2020-11-01
20201108,"AL","Unknown",83055,316,2020-11-08
20201115,"AL","Unknown",89453,361,2020-11-15
20201122,"AL","Unknown",95667,433,2020-11-22
20201129,"AL","Unknown",102141,465,2020-11-29
20201206,"AL","Unknown",112218,596,2020-12-06
20201213,"AL","Unknown",125189,637,2020-12-13
20201220,"AL","Unknown",136848,755,2020-12-20
20201227,"AL","Unknown",147485,842,2020-12-27
20210103,"AL","Unknown",159405,902,2021-01-03
20210110,"AL","Unknown",173241,1082,2021-01-10
20210117,"AL","Unknown",183027,1423,2021-01-17
20210124,"AL","Unknown",191165,1633,2021-01-24
20210131,"AL","Unknown",199494,2042,2021-01-31
20210207,"AL","Unknown",205366,2211,2021-02-07
20210214,"AL","Unknown",208522,2625,2021-02-14
20210221,"AL","Unknown",213031,2906,2021-02-21
20210228,"AL","Unknown",213004,2818,2021-02-28
20210307,"AL","Unknown",216409,2871,2021-03-07
20200412,"AL","White",1657,34,2020-04-12
20200419,"AL","White",2300,66,2020-04-19
20200426,"AL","White",2947,113,2020-04-26
20200503,"AL","White",3518,145,2020-05-03
20200510,"AL","White",4333,194,2020-05-10
20200517,"AL","White",4975,246,2020-05-17
20200524,"AL","White",5796,281,2020-05-24
20200531,"AL","White",6861,318,2020-05-31
20200607,"AL","White",7572,344,2020-06-07
20200614,"AL","White",8976,375,2020-06-14
20200621,"AL","White",9481,380,2020-06-21
20200628,"AL","White",12412,440,2020-06-28
20200705,"AL","White",14864,488,2020-07-05
20200712,"AL","White",18094,543,2020-07-12
20200719,"AL","White",21399,637,2020-07-19
20200726,"AL","White",24667,740,2020-07-26
20200802,"AL","White",27780,832,2020-08-02
20200809,"AL","White",30405,897,2020-08-09
20200816,"AL","White",31308,958,2020-08-16
20200823,"AL","White",35362,1034,2020-08-23
20200830,"AL","White",37708,1101,2020-08-30
20200906,"AL","White",39844,1159,2020-09-06
20200913,"AL","White",41839,1204,2020-09-13
20200920,"AL","White",43924,1248,2020-09-20
20200927,"AL","White",46169,1283,2020-09-27
20201004,"AL","White",48509,1314,2020-10-04
20201011,"AL","White",50912,1376,2020-10-11
20201018,"AL","White",53458,1454,2020-10-18
20201025,"AL","White",56269,1498,2020-10-25
20201101,"AL","White",59056,1555,2020-11-01
20201108,"AL","White",61958,1619,2020-11-08
20201115,"AL","White",65415,1692,2020-11-15
20201122,"AL","White",69428,1794,2020-11-22
20201129,"AL","White",74716,1856,2020-11-29
20201206,"AL","White",82826,1987,2020-12-06
20201213,"AL","White",90818,2087,2020-12-13
20201220,"AL","White",100181,2229,2020-12-20
20201227,"AL","White",108236,2373,2020-12-27
20210103,"AL","White",117462,2451,2021-01-03
20210110,"AL","White",127293,2633,2021-01-10
20210117,"AL","White",133816,2952,2021-01-17
20210124,"AL","White",140029,3182,2021-01-24
20210131,"AL","White",146087,3641,2021-01-31
20210207,"AL","White",150262,4076,2021-02-07
20210214,"AL","White",153486,4297,2021-02-14
20210221,"AL","White",154388,4343,2021-02-21
20210228,"AL","White",158420,4625,2021-02-28
20210307,"AL","White",160347,4730,2021-03-07
20200412,"AR","AIAN",4,0,2020-04-12
20200419,"AR","AIAN",5,0,2020-04-19
20200426,"AR","AIAN",5,0,2020-04-26
20200503,"AR","AIAN",9,0,2020-05-03
20200510,"AR","AIAN",9,0,2020-05-10
20200517,"AR","AIAN",13,0,2020-05-17
20200524,"AR","AIAN",22,0,2020-05-24
20200531,"AR","AIAN",26,0,2020-05-31
20200607,"AR","AIAN",30,0,2020-06-07
20200614,"AR","AIAN",36,0,2020-06-14
20200621,"AR","AIAN",43,0,2020-06-21
20200628,"AR","AIAN",50,0,2020-06-28
20200705,"AR","AIAN",63,0,2020-07-05
20200712,"AR","AIAN",74,0,2020-07-12
20200719,"AR","AIAN",90,0,2020-07-19
20200726,"AR","AIAN",113,2,2020-07-26
20200802,"AR","AIAN",121,2,2020-08-02
20200809,"AR","AIAN",143,2,2020-08-09
20200816,"AR","AIAN",153,3,2020-08-16
20200823,"AR","AIAN",174,3,2020-08-23
20200830,"AR","AIAN",186,3,2020-08-30
20200906,"AR","AIAN",203,3,2020-09-06
20200913,"AR","AIAN",177,2,2020-09-13
20200920,"AR","AIAN",199,2,2020-09-20
20200927,"AR","AIAN",214,2,2020-09-27
20201004,"AR","AIAN",231,2,2020-10-04
20201011,"AR","AIAN",248,2,2020-10-11
20201018,"AR","AIAN",272,2,2020-10-18
20201025,"AR","AIAN",294,4,2020-10-25
20201101,"AR","AIAN",309,4,2020-11-01
20201108,"AR","AIAN",321,5,2020-11-08
20201115,"AR","AIAN",351,6,2020-11-15
20201122,"AR","AIAN",372,7,2020-11-22
20201129,"AR","AIAN",404,7,2020-11-29
20201206,"AR","AIAN",463,7,2020-12-06
20201213,"AR","AIAN",515,7,2020-12-13
20201220,"AR","AIAN",585,7,2020-12-20
20201227,"AR","AIAN",618,7,2020-12-27
20210103,"AR","AIAN",670,7,2021-01-03
20210110,"AR","AIAN",748,7,2021-01-10
20210117,"AR","AIAN",805,8,2021-01-17
20210124,"AR","AIAN",860,8,2021-01-24
20210131,"AR","AIAN",908,10,2021-01-31
20210207,"AR","AIAN",946,10,2021-02-07
20210214,"AR","AIAN",1008,11,2021-02-14
20210221,"AR","AIAN",1019,17,2021-02-21
20210228,"AR","AIAN",1055,18,2021-02-28
20210307,"AR","AIAN",1070,18,2021-03-07
20200412,"AR","Asian",20,1,2020-04-12
20200419,"AR","Asian",23,1,2020-04-19
20200426,"AR","Asian",27,1,2020-04-26
20200503,"AR","Asian",41,1,2020-05-03
20200510,"AR","Asian",44,1,2020-05-10
20200517,"AR","Asian",55,1,2020-05-17
20200524,"AR","Asian",61,1,2020-05-24
20200531,"AR","Asian",74,1,2020-05-31
20200607,"AR","Asian",87,1,2020-06-07
20200614,"AR","Asian",111,1,2020-06-14
20200621,"AR","Asian",155,1,2020-06-21
20200628,"AR","Asian",224,2,2020-06-28
20200705,"AR","Asian",324,3,2020-07-05
20200712,"AR","Asian",395,3,2020-07-12
20200719,"AR","Asian",459,6,2020-07-19
20200726,"AR","Asian",561,6,2020-07-26
20200802,"AR","Asian",624,7,2020-08-02
20200809,"AR","Asian",686,8,2020-08-09
20200816,"AR","Asian",726,9,2020-08-16
20200823,"AR","Asian",781,9,2020-08-23
20200830,"AR","Asian",814,11,2020-08-30
20200906,"AR","Asian",850,11,2020-09-06
20200913,"AR","Asian",844,13,2020-09-13
20200920,"AR","Asian",891,13,2020-09-20
20200927,"AR","Asian",939,16,2020-09-27
20201004,"AR","Asian",998,16,2020-10-04
20201011,"AR","Asian",1021,16,2020-10-11
20201018,"AR","Asian",1089,18,2020-10-18
20201025,"AR","Asian",1167,19,2020-10-25
20201101,"AR","Asian",1130,19,2020-11-01
20201108,"AR","Asian",1218,20,2020-11-08
20201115,"AR","Asian",1330,20,2020-11-15
20201122,"AR","Asian",1451,20,2020-11-22
20201129,"AR","Asian",1406,20,2020-11-29
20201206,"AR","Asian",1538,20,2020-12-06
20201213,"AR","Asian",1671,20,2020-12-13
20201220,"AR","Asian",1815,20,2020-12-20
20201227,"AR","Asian",1934,22,2020-12-27
20210103,"AR","Asian",2101,25,2021-01-03
20210110,"AR","Asian",2296,26,2021-01-10
20210117,"AR","Asian",2440,27,2021-01-17
20210124,"AR","Asian",2557,29,2021-01-24
20210131,"AR","Asian",2657,30,2021-01-31
20210207,"AR","Asian",2760,32,2021-02-07
20210214,"AR","Asian",2775,34,2021-02-14
20210221,"AR","Asian",2817,36,2021-02-21
20210228,"AR","Asian",2887,36,2021-02-28
20210307,"AR","Asian",2913,36,2021-03-07
20200412,"AR","Black",324,14,2020-04-12
20200419,"AR","Black",511,14,2020-04-19
20200426,"AR","Black",808,16,2020-04-26
20200503,"AR","Black",1139,25,2020-05-03
20200510,"AR","Black",1322,30,2020-05-10
20200517,"AR","Black",1781,33,2020-05-17
20200524,"AR","Black",2110,44,2020-05-24
20200531,"AR","Black",2372,46,2020-05-31
20200607,"AR","Black",2725,48,2020-06-07
20200614,"AR","Black",3390,54,2020-06-14
20200621,"AR","Black",3823,65,2020-06-21
20200628,"AR","Black",4476,67,2020-06-28
20200705,"AR","Black",5169,70,2020-07-05
20200712,"AR","Black",6042,78,2020-07-12
20200719,"AR","Black",7041,93,2020-07-19
20200726,"AR","Black",8161,106,2020-07-26
20200802,"AR","Black",9285,118,2020-08-02
20200809,"AR","Black",10569,147,2020-08-09
20200816,"AR","Black",11566,158,2020-08-16
20200823,"AR","Black",12721,171,2020-08-23
20200830,"AR","Black",13549,189,2020-08-30
20200906,"AR","Black",14439,205,2020-09-06
20200913,"AR","Black",15097,218,2020-09-13
20200920,"AR","Black",16053,231,2020-09-20
20200927,"AR","Black",17060,255,2020-09-27
20201004,"AR","Black",18185,283,2020-10-04
20201011,"AR","Black",19123,306,2020-10-11
20201018,"AR","Black",20110,321,2020-10-18
20201025,"AR","Black",21435,338,2020-10-25
20201101,"AR","Black",22837,347,2020-11-01
20201108,"AR","Black",23642,358,2020-11-08
20201115,"AR","Black",25011,371,2020-11-15
20201122,"AR","Black",26711,396,2020-11-22
20201129,"AR","Black",28280,405,2020-11-29
20201206,"AR","Black",30253,429,2020-12-06
20201213,"AR","Black",32498,468,2020-12-13
20201220,"AR","Black",34684,498,2020-12-20
20201227,"AR","Black",36099,522,2020-12-27
20210103,"AR","Black",11674,560,2021-01-03
20210110,"AR","Black",40812,588,2021-01-10
20210117,"AR","Black",43113,618,2021-01-17
20210124,"AR","Black",44882,649,2021-01-24
20210131,"AR","Black",46652,675,2021-01-31
20210207,"AR","Black",48464,707,2021-02-07
20210214,"AR","Black",49380,742,2021-02-14
20210221,"AR","Black",49787,799,2021-02-21
20210228,"AR","Black",50508,773,2021-02-28
20210307,"AR","Black",50842,784,2021-03-07
20200412,"AR","Latinx",NA,NA,2020-04-12
20200419,"AR","Latinx",NA,NA,2020-04-19
20200426,"AR","Latinx",NA,NA,2020-04-26
20200503,"AR","Latinx",NA,NA,2020-05-03
20200510,"AR","Latinx",NA,NA,2020-05-10
20200517,"AR","Latinx",NA,NA,2020-05-17
20200524,"AR","Latinx",NA,NA,2020-05-24
20200531,"AR","Latinx",NA,NA,2020-05-31
20200607,"AR","Latinx",NA,NA,2020-06-07
20200614,"AR","Latinx",NA,NA,2020-06-14
20200621,"AR","Latinx",NA,NA,2020-06-21
20200628,"AR","Latinx",NA,NA,2020-06-28
20200705,"AR","Latinx",NA,NA,2020-07-05
20200712,"AR","Latinx",NA,NA,2020-07-12
20200719,"AR","Latinx",NA,NA,2020-07-19
20200726,"AR","Latinx",NA,NA,2020-07-26
20200802,"AR","Latinx",NA,NA,2020-08-02
20200809,"AR","Latinx",NA,NA,2020-08-09
20200816,"AR","Latinx",NA,NA,2020-08-16
20200823,"AR","Latinx",NA,NA,2020-08-23
20200830,"AR","Latinx",NA,NA,2020-08-30
20200906,"AR","Latinx",NA,NA,2020-09-06
20200913,"AR","Latinx",NA,NA,2020-09-13
20200920,"AR","Latinx",NA,NA,2020-09-20
20200927,"AR","Latinx",NA,NA,2020-09-27
20201004,"AR","Latinx",NA,NA,2020-10-04
20201011,"AR","Latinx",NA,NA,2020-10-11
20201018,"AR","Latinx",NA,NA,2020-10-18
20201025,"AR","Latinx",NA,NA,2020-10-25
20201101,"AR","Latinx",NA,NA,2020-11-01
20201108,"AR","Latinx",NA,NA,2020-11-08
20201115,"AR","Latinx",NA,NA,2020-11-15
20201122,"AR","Latinx",NA,NA,2020-11-22
20201129,"AR","Latinx",NA,NA,2020-11-29
20201206,"AR","Latinx",NA,NA,2020-12-06
20201213,"AR","Latinx",NA,NA,2020-12-13
20201220,"AR","Latinx",NA,NA,2020-12-20
20201227,"AR","Latinx",NA,NA,2020-12-27
20210103,"AR","Latinx",NA,NA,2021-01-03
20210110,"AR","Latinx",NA,NA,2021-01-10
20210117,"AR","Latinx",NA,NA,2021-01-17
20210124,"AR","Latinx",NA,NA,2021-01-24
20210131,"AR","Latinx",NA,NA,2021-01-31
20210207,"AR","Latinx",NA,NA,2021-02-07
20210214,"AR","Latinx",NA,NA,2021-02-14
20210221,"AR","Latinx",NA,NA,2021-02-21
20210228,"AR","Latinx",NA,NA,2021-02-28
20210307,"AR","Latinx",NA,NA,2021-03-07
20200412,"AR","Multiracial",3,7,2020-04-12
20200419,"AR","Multiracial",7,7,2020-04-19
20200426,"AR","Multiracial",12,7,2020-04-26
20200503,"AR","Multiracial",15,7,2020-05-03
20200510,"AR","Multiracial",19,7,2020-05-10
20200517,"AR","Multiracial",32,7,2020-05-17
20200524,"AR","Multiracial",32,7,2020-05-24
20200531,"AR","Multiracial",32,7,2020-05-31
20200607,"AR","Multiracial",32,7,2020-06-07
20200614,"AR","Multiracial",32,7,2020-06-14
20200621,"AR","Multiracial",32,7,2020-06-21
20200628,"AR","Multiracial",32,7,2020-06-28
20200705,"AR","Multiracial",32,7,2020-07-05
20200712,"AR","Multiracial",32,7,2020-07-12
20200719,"AR","Multiracial",32,7,2020-07-19
20200726,"AR","Multiracial",32,7,2020-07-26
20200802,"AR","Multiracial",32,7,2020-08-02
20200809,"AR","Multiracial",32,7,2020-08-09
20200816,"AR","Multiracial",32,7,2020-08-16
20200823,"AR","Multiracial",32,7,2020-08-23
20200830,"AR","Multiracial",32,7,2020-08-30
20200906,"AR","Multiracial",32,7,2020-09-06
20200913,"AR","Multiracial",564,7,2020-09-13
20200920,"AR","Multiracial",603,7,2020-09-20
20200927,"AR","Multiracial",629,7,2020-09-27
20201004,"AR","Multiracial",663,7,2020-10-04
20201011,"AR","Multiracial",706,7,2020-10-11
20201018,"AR","Multiracial",739,8,2020-10-18
20201025,"AR","Multiracial",790,8,2020-10-25
20201101,"AR","Multiracial",837,8,2020-11-01
20201108,"AR","Multiracial",885,9,2020-11-08
20201115,"AR","Multiracial",936,9,2020-11-15
20201122,"AR","Multiracial",1016,9,2020-11-22
20201129,"AR","Multiracial",1093,9,2020-11-29
20201206,"AR","Multiracial",1196,9,2020-12-06
20201213,"AR","Multiracial",1300,9,2020-12-13
20201220,"AR","Multiracial",1210,11,2020-12-20
20201227,"AR","Multiracial",1289,12,2020-12-27
20210103,"AR","Multiracial",1401,13,2021-01-03
20210110,"AR","Multiracial",1530,13,2021-01-10
20210117,"AR","Multiracial",1627,13,2021-01-17
20210124,"AR","Multiracial",1704,13,2021-01-24
20210131,"AR","Multiracial",1772,13,2021-01-31
20210207,"AR","Multiracial",1840,13,2021-02-07
20210214,"AR","Multiracial",1775,13,2021-02-14
